PERMNO,TICKER,COMNAM,date
16493,LEXEB,LIBERTY EXPEDIA HOLDINGS INC,2019-07-29
85829,HFBC,HOPFED BANCORP INC,2019-07-29
12683,ANDX,ANDEAVOR LOGISTICS LP,2019-07-30
17433,BRGL,EXCHANGE TRADED CONCEPTS TR,2019-07-30
88790,ARRY,ARRAY BIOPHARMA INC,2019-07-30
17434,BERN,EXCHANGE TRADED CONCEPTS TR,2019-07-30
13314,WP,WORLDPAY INC,2019-07-31
17975,RLM,REALM THERAPEUTICS PLC,2019-07-31
16913,YOGA,YOGAWORKS INC,2019-07-31
12023,BIQI,B I Q I INTERNATIONAL HLDNGS COR,2019-08-01
10375,TCF,T C F FINANCIAL CORP,2019-08-01
14095,CTRL,CONTROL4 CORP,2019-08-01
13914,DATA,TABLEAU SOFTWARE INC,2019-08-01
77486,UQM,U Q M TECHNOLOGIES INC,2019-08-01
15207,GDXS,PROSHARES TRUST,2019-08-06
15206,GDXX,PROSHARES TRUST,2019-08-06
17596,WYDE,PROSHARES TRUST,2019-08-06
79667,BKS,BARNES & NOBLE INC,2019-08-07
16682,UPL,ULTRA PETROLEUM CORP,2019-08-07
86924,TST,THESTREET INC,2019-08-08
70332,APC,ANADARKO PETROLEUM CORP,2019-08-09
14498,HIVE,AEROHIVE NETWORKS INC,2019-08-09
17322,IPIC,IPIC ENTERTAINMENT INC,2019-08-13
63335,PES,PIONEER ENERGY SERVICES CORP,2019-08-13
16688,YRIV,YANGTZE RIVER PORT AND LOGIS LTD,2019-08-19
17482,MLQD,ISHARES TRUST,2019-08-21
17503,DEWJ,ISHARES TRUST,2019-08-21
17481,LLQD,ISHARES TRUST,2019-08-21
14732,AXJV,ISHARES TRUST,2019-08-21
17505,DEZU,ISHARES TRUST,2019-08-21
15790,OASM,OASMIA PHARMACEUTICAL A B,2019-08-21
81521,APU,AMERIGAS PARTNERS LP,2019-08-22
12486,DYSL,DYNASIL CORPORATION OF AMERICA,2019-08-23
80587,DVCR,DIVERSICARE HEALTHCARE SRVCS INC,2019-08-28
13400,WAGE,WAGEWORKS INC,2019-08-30
81566,PCMI,P C M INC,2019-08-30
17609,CWAI,STRONGVEST ETF TRUST,2019-09-03
12352,CCIH,CHINACACHE INTL HLDGS LTD,2019-09-03
15324,HLTH,NOBILIS HEALTH CORP,2019-09-03
89738,MBTF,M B T FINANCIAL CORP,2019-09-03
14480,IBMH,ISHARES TRUST,2019-09-04
13633,SDLP,SEADRILL PARTNERS LLC,2019-09-04
14994,CLDC,CHINA LENDING CORP,2019-09-05
88729,HYGS,HYDROGENICS CORP NEW,2019-09-09
16825,EMMA,EMMAUS LIFE SCIENCES INC,2019-09-10
16561,GLDW,WORLD GOLD TRUST,2019-09-10
16789,MMDM,MODERN MEDIA ACQUISITION CORP,2019-09-11
16700,ASV,A S V HOLDINGS INC,2019-09-12
87270,CCA,M F S CALIFORNIA MUNICIPAL FUND,2019-09-12
66835,BT,B T GROUP PLC,2019-09-16
15818,PRME,FIRST TRUST E T F IV,2019-09-16
90704,CNTF,CHINA TECHFAITH WIRLSS COMM TECH,2019-09-16
77420,FRED,FREDS INC,2019-09-17
81292,TRK,SPEEDWAY MOTORSPORTS INC,2019-09-18
76639,TSS,TOTAL SYSTEM SERVICES INC,2019-09-18
93200,CHSP,CHESAPEAKE LODGING TRUST,2019-09-18
17046,AQ,AQUANTIA CORP,2019-09-19
15117,TRCO,TRIBUNE MEDIA CO,2019-09-19
13109,IMI,INTERMOLECULAR INC,2019-09-20
31238,EMCI,E M C INSURANCE GROUP INC,2019-09-20
79131,MSL,MIDSOUTH BANCORP INC,2019-09-23
16677,AMR,ALTA MESA RESOURCES INC,2019-09-23
87390,FNSR,FINISAR CORP,2019-09-24
82287,CRAY,CRAY INC,2019-09-25
91486,SFLY,SHUTTERFLY INC,2019-09-25
13524,DFRG,DEL FRISCOS RESTAURANT GROUP INC,2019-09-25
15080,SKIS,PEAK RESORTS INC,2019-09-25
13352,OAK,OAKTREE CAPITAL GROUP LLC,2019-09-30
18398,BKCH,ADVISORSHARES TRUST,2019-09-30
15708,NRE,NORTHSTAR REALTY EUROPE CORP,2019-09-30
90781,EGI,ENTREE RESOURCES LTD,2019-09-30
89398,AUO,A U OPTRONICS CORP,2019-09-30
12340,TOWR,TOWER INTERNATIONAL INC,2019-09-30
80655,PNTR,POINTER TELOCATION LTD,2019-10-03
16752,AABA,ALTABA INC,2019-10-03
75316,BID,SOTHEBYS,2019-10-03
16279,VSM,VERSUM MATERIALS INC,2019-10-07
16835,FNG,ADVISORSHARES TRUST,2019-10-07
13433,YYY,EXCHANGE TRADED CONCEPTS TR,2019-10-07
78688,NVLN,NOVELION THERAPEUTICS INC,2019-10-08
17784,CBLK,CARBON BLACK INC,2019-10-08
91192,ROX,CASTLE BRANDS INC,2019-10-09
26463,CTWS,CONNECTICUT WATER SERVICE INC,2019-10-10
84103,NCI,NAVIGANT CONSULTING INC,2019-10-11
90589,DRYS,DRYSHIPS INC,2019-10-11
92210,TYPE,MONOTYPE IMAGING HOLDINGS INC,2019-10-11
80368,RVLT,REVOLUTION LIGHTING TECH INC,2019-10-11
16840,EUXL,DIREXION SHARES E T F TRUST,2019-10-14
12594,TYNS,DIREXION SHARES E T F TRUST,2019-10-14
16127,HYDD,DIREXION SHARES E T F TRUST,2019-10-14
84226,ISCA,INTERNATIONAL SPEEDWAY CORP,2019-10-18
13931,MAMS,M A M SOFTWARE GROUP INC,2019-10-21
15928,YMLI,VANECK VECTORS E T F TRUST,2019-10-21
16586,XMX,WISDOMTREE TRUST,2019-10-22
14646,ALDR,ALDER BIOPHARMACEUTICALS INC,2019-10-22
18245,DQML,REALITY SHARES E T F TR,2019-10-23
17872,BCNA,REALITY SHARES E T F TR,2019-10-23
13656,SHOS,SEARS HOMETOWN & OUTLET STRS INC,2019-10-24
46042,ISRL,ISRAMCO INC,2019-10-25
14945,AAC,A A C HOLDINGS INC,2019-10-25
87415,RTEC,RUDOLPH TECHNOLOGIES INC,2019-10-28
14839,WBIC,ABSOLUTE SHARES TRUST,2019-10-28
14837,WBIA,ABSOLUTE SHARES TRUST,2019-10-28
14838,WBIB,ABSOLUTE SHARES TRUST,2019-10-28
14842,WBID,ABSOLUTE SHARES TRUST,2019-10-28
78990,DEST,DESTINATION MATERNITY CORP,2019-10-29
15344,CVRS,CORINDUS VASCULAR ROBOTICS INC,2019-10-29
92940,MDSO,MEDIDATA SOLUTIONS INC,2019-10-29
89571,OTIV,ON TRACK INNOVATIONS LTD,2019-10-30
16602,CJ,C & J ENERGY SERVICES INC,2019-10-31
70420,BPL,BUCKEYE PARTNERS L P,2019-11-01
91514,LTXB,LEGACYTEXAS FINANCIAL GROUP INC,2019-11-01
92696,HPJ,HIGHPOWER INTERNATIONAL INC,2019-11-01
90711,UBNK,UNITED FINANCIAL BANCORP INC NEW,2019-11-01
91908,SSFN,STEWARDSHIP FINANCIAL CORP,2019-11-01
16864,NRCG,N R C GROUP HOLDINGS CORP,2019-11-01
16266,RVEN,REVEN HOUSING REIT INC,2019-11-04
90207,AWSM,COOL HOLDINGS INC,2019-11-07
90900,GHDX,GENOMIC HEALTH INC,2019-11-08
17156,STNL,SENTINEL ENERGY SERVICES INC DE,2019-11-08
14721,FELP,FORESIGHT ENERGY LP,2019-11-08
13365,SDR,SANDRIDGE MISSISSIPPIAN TRUST II,2019-11-11
92429,AREX,APPROACH RESOURCES INC,2019-11-11
83421,DF,DEAN FOODS CO NEW,2019-11-12
16783,DOVA,DOVA PHARMACEUTICALS INC,2019-11-12
17409,IGVT,D B X ETF TRUST,2019-11-13
14384,DBKO,D B X ETF TRUST,2019-11-13
16026,DEMG,D B X ETF TRUST,2019-11-13
16124,DESC,D B X ETF TRUST,2019-11-13
17408,IFIX,D B X ETF TRUST,2019-11-13
17824,TMCX,TRINITY MERGER CORP,2019-11-15
82476,ATIS,ATTIS INDUSTRIES INC,2019-11-15
12679,SDT,SANDRIDGE MISSISSIPPIAN TRUST I,2019-11-18
79226,NNC,NUVEEN NC QUALITY MUNI INCOME FD,2019-11-18
79225,NTC,NUVEEN CT QUALITY MUNI INCOME FD,2019-11-18
79790,NYNY,EMPIRE RESORTS INC,2019-11-18
70295,ZF,VIRTUS TOTAL RETURN FUND INC,2019-11-18
16748,COMG,GRANITESHARES E T F TRUST,2019-11-18
15391,GCI,GANNETT CO INC NEW,2019-11-20
17242,HONR,EXCHANGE LISTED FUNDS TRUST,2019-11-21
17239,PRID,EXCHANGE LISTED FUNDS TRUST,2019-11-21
15955,NVTR,NUVECTRA CORP,2019-11-21
11552,CELG,CELGENE CORP,2019-11-21
15466,MCRN,MILACRON HOLDINGS CORP,2019-11-21
18397,AVDR,AVEDRO INC,2019-11-21
18270,XLTY,CUSHING E T F TRUST,2019-11-25
18269,XLUY,CUSHING E T F TRUST,2019-11-25
18271,XLSY,CUSHING E T F TRUST,2019-11-25
89938,OLBK,OLD LINE BANCSHARES,2019-11-25
18268,XLEY,CUSHING E T F TRUST,2019-11-25
16081,JHD,NUVEEN HI INC DEC2019 TGT TM FD,2019-11-25
19667,SNDE,SUNDANCE ENERGY AUSTRALIA LTD,2019-11-26
63079,KEG,KEY ENERGY SERVICES INC,2019-11-27
87168,IGLD,INTERNET GOLD GOLDEN LINES LTD,2019-11-29
91040,BAS,BASIC ENERGY SERVICES INC,2019-12-02
92873,DNBF,D N B FINANCIAL CORP,2019-12-02
91743,ORIT,ORITANI FINANCIAL CORP NEW,2019-12-02
90762,LOR,LAZARD WORLD DIVID & INC FD INC,2019-12-04
11707,CBM,CAMBREX CORP,2019-12-04
91066,VIA,VIACOM INC NEW,2019-12-05
91063,VIAB,VIACOM INC NEW,2019-12-05
12384,SEMG,SEMGROUP CORP,2019-12-05
18246,ROAN,ROAN RESOURCES INC,2019-12-06
68144,STI,SUNTRUST BANKS INC,2019-12-09
17182,FTNW,F T E NETWORKS INC,2019-12-11
92968,TUZ,PIMCO E T F TRUST,2019-12-12
16848,USOD,U S C F FUNDS TRUST,2019-12-13
16845,USOU,U S C F FUNDS TRUST,2019-12-13
13896,FCSC,FIBROCELL SCIENCE INC,2019-12-13
16830,SNNA,SIENNA BIOPHARMACEUTICALS INC,2019-12-16
12988,SIZ,A G F INVESTMENTS TRUST,2019-12-16
93249,JMT,NUVEEN MORTGAGE OPP TM FD 2,2019-12-16
16469,MTFB,MOTIF BIO PLC,2019-12-16
18449,LSLT,SALT FUNDS TRUST,2019-12-16
17181,USAI,E T F SERIES SOLUTIONS,2019-12-16
17255,RWGE,REGALWOOD GLOBAL ENERGY LTD,2019-12-16
15183,ONCE,SPARK THERAPEUTICS INC,2019-12-17
93071,VSI,VITAMIN SHOPPE INC,2019-12-17
18759,TWAR,LISTED FUNDS TRUST,2019-12-17
16665,HESM,HESS MIDSTREAM PARTNERS LP,2019-12-17
18757,INAU,LISTED FUNDS TRUST,2019-12-17
18758,INAG,LISTED FUNDS TRUST,2019-12-17
17757,BSCJ,INVESCO ET SELF INDEX FD TR,2019-12-17
17758,BSJJ,INVESCO ET SELF INDEX FD TR,2019-12-17
15251,IBDK,ISHARES TRUST,2019-12-17
16740,CCOR,CAMBRIA E T F TRUST,2019-12-18
90456,OHAI,O H A INVESTMENT CORP,2019-12-19
16642,PSDO,PRESIDIO INC,2019-12-19
18448,PVT,PIVOTAL ACQUISITION CORP,2019-12-19
80237,ARTX,AROTECH CORP,2019-12-19
90067,HOS,HORNBECK OFFSHORE SVCS INC NEW,2019-12-20
16821,EFBI,EAGLE FINANCIAL BANCORP INC,2019-12-20
18125,PNRL,PARINGA RESOURCES LTD,2019-12-20
12891,QTRH,QUARTERHILL INC,2019-12-20
83366,CRR,CARBO CERAMICS INC,2019-12-20
92171,INB,COHEN & STEERS GLBL INC BLDR INC,2019-12-23
15424,DHXM,D H X MEDIA LTD,2019-12-23
85280,CRZO,CARRIZO OIL & GAS INC,2019-12-23
12960,CARB,CARBONITE INC,2019-12-24
14421,ABIL,ABILITY INC,2019-12-26
17651,FTVA,E T F SERIES SOLUTIONS,2019-12-27
18018,VIDG,E T F SERIES SOLUTIONS,2019-12-27
18233,GDG,E T F SERIES SOLUTIONS,2019-12-27
16278,LKSD,L S C COMMUNICATIONS INC,2019-12-27
15189,FLRT,ADVISORSHARES TRUST,2019-12-30
17673,PVTL,PIVOTAL SOFTWARE INC,2019-12-30
83661,GWR,GENESEE & WYOMING INC,2019-12-30
83875,IDSA,INDUSTRIAL SERVICES OF AM INC,2019-12-31
15532,NIHD,N I I HOLDINGS INC,2019-12-31
18393,TCLD,MANAGED PORTFOLIO SERIES,2019-12-31
71837,EEI,ECOLOGY & ENVIRONMENT INC,2019-12-31
90474,CART,CAROLINA TRUST BANCSHARES INC,2020-01-02
17791,SMTA,SPIRIT M T A REIT,2020-01-02
15006,ENFC,ENTEGRA FINANCIAL CORP,2020-01-02
92692,BKJ,BANCORP OF NEW JERSEY INC,2020-01-02
91171,TRCB,TWO RIVER BANCORP,2020-01-03
88545,MDCO,MEDICINES CO,2020-01-06
40416,AVP,AVON PRODUCTS INC,2020-01-06
15714,CNHX,C S O P ETF TRUST,2020-01-07
12908,WAIR,WESCO AIRCRAFT HOLDINGS INC,2020-01-09
80682,FGP,FERRELLGAS PARTNERS L P,2020-01-09
16553,JAG,JAGGED PEAK ENERGY INC,2020-01-10
13263,MLNT,MELINTA THERAPEUTICS INC,2020-01-10
14173,JASN,JASON INDUSTRIES INC,2020-01-13
12906,SRCI,S R C ENERGY INC,2020-01-15
16162,BOLD,AUDENTES THERAPEUTICS INC,2020-01-15
84052,ARQL,ARQULE INC,2020-01-16
17198,WBAL,WISDOMTREE TRUST,2020-01-21
64629,MDR,MCDERMOTT INTERNATIONAL INC,2020-01-21
17648,RPUT,WISDOMTREE TRUST,2020-01-21
17636,DYB,WISDOMTREE TRUST,2020-01-21
15233,AFTY,C S O P ETF TRUST,2020-01-23
91656,TOO,TEEKAY OFFSHORE PARTNERS LP,2020-01-23
18321,THOR,SYNTHORX INC,2020-01-23
90272,WCG,WELLCARE HEALTH PLANS INC,2020-01-24
17054,EMEM,ETFIS SERIES TRUST I,2020-01-27
90338,CPL,C P F L ENERGIA S A,2020-01-28
91491,ACHN,ACHILLION PHARMACEUTICALS INC,2020-01-28
17295,RENW,E T F SERIES SOLUTIONS,2020-01-30
15899,CISN,CISION LTD,2020-01-31
17127,ESTR,ESTRE AMBIENTAL INC,2020-01-31
14644,ABDC,ALCENTRA CAPITAL CORP,2020-02-03
86299,UCFC,UNITED COMMUNITY FINL CORP OHIO,2020-02-03
14478,CBPX,CONTINENTAL BUILDING PRODS INC,2020-02-03
80691,LPT,LIBERTY PROPERTY TRUST,2020-02-04
12667,GNMX,AEVI GENOMIC MEDICINE INC,2020-02-04
16079,AGGE,INDEXIQ E T F TRUST,2020-02-05
13906,WLH,LYON WILLIAM HOMES,2020-02-06
91614,IPHS,INNOPHOS HOLDINGS INC,2020-02-07
58675,PKD,PARKER DRILLING CO,2020-02-07
14954,DPLO,DIPLOMAT PHARMACY INC,2020-02-10
83532,MPVD,MOUNTAIN PROVINCE DIAMONDS INC,2020-02-10
14378,CRCM,CARE COM INC,2020-02-11
75261,MNI,MCCLATCHY CO,2020-02-12
13946,FTEO,FRONTEO INC,2020-02-12
87837,LTS,LADENBURG THALMANN FIN SVCS INC,2020-02-14
89560,ADRA,INVESCO BLDRS INDEX FDS TRUST,2020-02-14
89561,ADRD,INVESCO BLDRS INDEX FDS TRUST,2020-02-14
51692,PIR,PIER 1 IMPORTS INC,2020-02-14
89563,ADRU,INVESCO BLDRS INDEX FDS TRUST,2020-02-14
18695,OVOL,INVESCO E T F TRUST II,2020-02-18
18692,OSIZ,INVESCO E T F TRUST II,2020-02-18
17838,GHII,INVESCO E T F TRUST II,2020-02-18
18591,ESGL,INVESCO ET SELF INDEX FD TR,2020-02-18
18584,RWW,INVESCO E T F TRUST II,2020-02-18
18696,REFA,INVESCO E T F TRUST II,2020-02-18
18691,OVLU,INVESCO E T F TRUST II,2020-02-18
18587,RIDV,INVESCO E T F TRUST II,2020-02-18
18590,REDV,INVESCO E T F TRUST II,2020-02-18
90929,PMR,INVESCO E T F TRUST,2020-02-18
18003,IMFC,INVESCO ET SELF INDEX FD TR,2020-02-18
17721,NFO,INVESCO E T F TRUST,2020-02-18
18693,OQAL,INVESCO E T F TRUST II,2020-02-18
18698,REEM,INVESCO E T F TRUST II,2020-02-18
13017,FXCH,INVESCO CURRENCYSHARES CHI REN T,2020-02-18
17840,HAO,INVESCO E T F TRUST II,2020-02-18
18588,ESGF,INVESCO E T F TRUST II,2020-02-18
18694,OMOM,INVESCO E T F TRUST II,2020-02-18
18690,OYLD,INVESCO E T F TRUST II,2020-02-18
15962,DWIN,INVESCO E T F TRUST II,2020-02-18
18004,IMFP,INVESCO ET SELF INDEX FD TR,2020-02-18
18697,RGLB,INVESCO E T F TRUST II,2020-02-18
17998,IEMV,INVESCO ET SELF INDEX FD TR,2020-02-18
18288,IMFI,INVESCO ET SELF INDEX FD TR,2020-02-18
77073,NTX,NUVEEN TX QUALITY MUNI INCOME FD,2020-02-18
17712,SEA,INVESCO E T F TRUST II,2020-02-18
17995,IEMD,INVESCO ET SELF INDEX FD TR,2020-02-18
14931,LDRI,INVESCO E T F TRUST II,2020-02-18
17709,EWEM,INVESCO E T F TRUST II,2020-02-18
89749,DWAQ,INVESCO E T F TRUST,2020-02-18
17717,LVL,INVESCO E T F TRUST II,2020-02-18
17716,TAO,INVESCO E T F TRUST II,2020-02-18
17842,EEB,INVESCO E T F TRUST,2020-02-18
18000,IHYV,INVESCO ET SELF INDEX FD TR,2020-02-18
91290,FXS,INVESCO CURRENCYSHARES SE KRONA,2020-02-18
15781,DWTR,INVESCO E T F TRUST II,2020-02-18
17999,IHYD,INVESCO ET SELF INDEX FD TR,2020-02-18
16607,AOIL,ABERDEEN STD INVSTMENTS ETFS,2020-02-18
18289,IMFD,INVESCO ET SELF INDEX FD TR,2020-02-18
17715,FRN,INVESCO E T F TRUST II,2020-02-18
13767,FXSG,INVESCO CURRENCYSHARES SG DLR TR,2020-02-18
16647,VLRX,VALERITAS HOLDINGS INC,2020-02-19
19083,YAYO,YAYYO INC,2020-02-19
15003,DERM,DERMIRA INC,2020-02-20
13869,SAUC,DIVERSIFIED RESTAURANT HLDGS INC,2020-02-26
13077,CHKR,CHESAPEAKE GRANITE WASH TRUST,2020-02-28
12402,PRMW,PRIMO WATER CORP,2020-03-02
19007,FLLC,FELLAZO INC,2020-03-04
67838,CSS,C S S INDUSTRIES INC,2020-03-04
12946,INF,BROOKFIELD GLBL LIST INFR INC FD,2020-03-09
14984,ZAYO,ZAYO GROUP HOLDINGS INC,2020-03-09
15644,SITO,S I T O MOBILE LTD,2020-03-09
14929,FOMX,FOAMIX PHARMACEUTICALS LTD,2020-03-09
14105,SPHS,SOPHIRIS BIO INC,2020-03-11
16105,ORG,JANUS DETROIT STREET TRUST,2020-03-13
80303,AKS,A K STEEL HOLDING CORP,2020-03-13
16110,SLIM,JANUS DETROIT STREET TRUST,2020-03-13
18193,DDMX,D D 3 ACQUISITION CORP,2020-03-13
12541,INXN,INTERXION HOLDING N V,2020-03-13
14168,PEGI,PATTERN ENERGY GROUP INC,2020-03-16
16552,FLIO,FRANKLIN TEMPLETON E T F TRUST,2020-03-17
15068,HABT,HABIT RESTAURANTS INC,2020-03-19
16121,ESGW,COLUMBIA E T F TRUST I,2020-03-23
15824,INST,INSTRUCTURE INC,2020-03-24
87236,INAP,INTERNAP CORP,2020-03-25
11182,GASL,DIREXION SHARES E T F TRUST,2020-03-28
16621,OILU,PROSHARES TRUST II,2020-03-30
16618,OILD,PROSHARES TRUST II,2020-03-30
92880,MIDZ,DIREXION SHARES E T F TRUST,2020-03-30
12595,SAGG,DIREXION SHARES E T F TRUST,2020-03-30
17606,GARD,REALITY SHARES E T F TR,2020-03-30
15881,GASX,DIREXION SHARES E T F TRUST,2020-03-30
12727,RUSS,DIREXION SHARES E T F TRUST,2020-03-30
15442,ZBIO,PROSHARES TRUST,2020-03-30
15438,UBIO,PROSHARES TRUST,2020-03-30
16150,EUFL,DIREXION SHARES E T F TRUST,2020-03-30
91426,AYR,AIRCASTLE LTD,2020-03-30
92860,DPK,DIREXION SHARES E T F TRUST,2020-03-30
18352,SCOM,PROSHARES TRUST,2020-03-30
15612,WDRW,DIREXION SHARES E T F TRUST,2020-03-30
13517,FINZ,PROSHARES TRUST,2020-03-30
13518,FINU,PROSHARES TRUST,2020-03-30
18350,UCOM,PROSHARES TRUST,2020-03-30
81912,AVX,A V X CORP NEW,2020-03-30
18381,CTST,CANNTRUST HOLDINGS INC,2020-03-30
16450,WAAS,AQUAVENTURE HOLDINGS LTD,2020-03-30
18194,EDTX,EDTECHX HOLDINGS ACQ CORP,2020-03-31
13853,IBCD,ISHARES TRUST,2020-03-31
14298,BCRH,BLUE CAPITAL REINSUR HLDGS LTD,2020-03-31
14025,IBDC,ISHARES TRUST,2020-03-31
14040,S,SPRINT CORP NEW,2020-04-01
87214,OMN,OMNOVA SOLUTIONS INC,2020-04-01
14006,TLRA,TELARIA INC,2020-04-01
16398,RARX,R A PHARMACEUTICALS INC,2020-04-02
76544,MICR,MICRON SOLUTIONS INC,2020-04-03
24942,RTN,RAYTHEON CO,2020-04-03
83831,SGB,SOUTHWEST GEORGIA FINANCIAL CORP,2020-04-03
16004,QHC,QUORUM HEALTH CORP,2020-04-06
17883,FTSV,FORTY SEVEN INC,2020-04-07
13744,FLAG,EXCHANGE TRADED CONCEPTS TR,2020-04-13
16148,SCAP,ADVISORSHARES TRUST,2020-04-13
19665,BNTC,BENITEC BIOPHARMA LTD,2020-04-15
64822,YUMA,YUMA ENERGY INC NEW,2020-04-15
14630,JMEI,JUMEI INTERNATIONAL HOLDINGS LTD,2020-04-15
10302,CY,CYPRESS SEMICONDUCTOR CORP,2020-04-16
93384,RRTS,ROADRUNNER TRANS SYSTEMS INC,2020-04-16
15359,TGE,TALLGRASS ENERGY LP,2020-04-17
92918,CYOU,CHANGYOU COM LTD,2020-04-20
13440,HECO,STRATEGY SHARES,2020-04-21
18042,ALGR,ALLEGRO MERGER CORP,2020-04-21
13504,HUSE,STRATEGY SHARES,2020-04-21
23887,FTR,FRONTIER COMMUNICATIONS CORP,2020-04-23
82298,DO,DIAMOND OFFSHORE DRILLING INC,2020-04-24
87525,MFSF,MUTUALFIRST FINL INC,2020-04-27
91821,MLNX,MELLANOX TECHNOLOGIES LTD,2020-04-27
16980,RBZ,REEBONZ HOLDING LTD NEW,2020-04-29
88370,QBAK,QUALSTAR CORP,2020-04-29
17197,BUYN,U S C F ETF TRUST,2020-04-30
19110,DVOP,LISTED FUNDS TRUST,2020-04-30
13556,TRNX,TARONIS TECHNOLOGIES INC,2020-05-01
16170,FSBC,FSB BANCORP INC,2020-05-01
90417,PBBI,P B BANCORP INC,2020-05-01
18906,SONG,AKAZOO SA,2020-05-04
14793,CARO,CAROLINA FINANCIAL CORP,2020-05-04
14514,JMLP,NUVEEN ALL CAP ENERGY MLP OPP FD,2020-05-05
15411,TSG,STARS GROUP INC,2020-05-05
12560,JMF,NUVEEN ENERGY M L P TOTAL RET FD,2020-05-05
17231,DOGS,ARROW INVESTMENTS TRUST,2020-05-05
17894,NTGN,NEON THERAPEUTICS INC,2020-05-06
77012,POPE,POPE RESOURCES,2020-05-08
89289,SSI,STAGE STORES INC,2020-05-08
30840,CUO,CONTINENTAL MATERIALS CORP,2020-05-11
78916,AGN,ALLERGAN PLC,2020-05-11
80297,EMMS,EMMIS COMMUNICATIONS CORP,2020-05-13
15138,VALX,E T F SERIES SOLUTIONS,2020-05-15
32548,SORL,S O R L AUTO PARTS INC,2020-05-15
92453,SES,SYNTHESIS ENERGY SYSTEMS INC,2020-05-15
83630,BVSN,BROADVISION INC,2020-05-18
17527,LVHE,LEGG MASON ETF INVESTMENT TR,2020-05-18
18403,JCP,PENNEY J C CO INC,2020-05-18
13866,I,INTELSAT S A,2020-05-18
17835,RTL,PACER FUNDS TRUST,2020-05-22
63781,UNT,UNIT CORP,2020-05-22
19042,DIET,E T F SERIES SOLUTIONS,2020-05-22
15554,KLDW,EXCHANGE LISTED FUNDS TRUST,2020-05-26
90279,CORV,CORREVIO PHARMA CORP,2020-05-27
76858,CTRC,CENTRIC BRANDS INC,2020-05-27
17632,EUMF,WISDOMTREE TRUST,2020-05-28
17635,JNMF,WISDOMTREE TRUST,2020-05-28
17637,DYLS,WISDOMTREE TRUST,2020-05-28
91339,AXJL,WISDOMTREE TRUST,2020-05-28
18300,GLBY,WISDOMTREE TRUST,2020-05-28
14156,EMCG,WISDOMTREE TRUST,2020-05-28
92754,GULF,WISDOMTREE TRUST,2020-05-28
17199,WCHN,WISDOMTREE TRUST,2020-05-28
14345,AGND,WISDOMTREE TRUST,2020-05-28
14347,HYND,WISDOMTREE TRUST,2020-05-28
10180,AKRX,AKORN INC,2020-05-29
18433,RYZZ,E T F SERIES SOLUTIONS,2020-05-29
79336,LBY,LIBBEY INC,2020-05-29
92188,WBC,WABCO HOLDINGS INC,2020-05-29
13203,WEBK,WELLESLEY BANCORP INC,2020-06-01
84624,TIVO,TIVO CORP,2020-06-01
16138,XTH,SPDR SERIES TRUST,2020-06-01
15214,SPYB,SPDR SERIES TRUST,2020-06-01
13209,SRF,CUSHING ENERGY INCOME FUND,2020-06-01
14602,OPB,OPUS BANK,2020-06-02
16163,FG,F G L HOLDINGS,2020-06-02
17848,VAM,VIVALDI OPPORTUNITIES FUND,2020-06-08
88908,CSFL,CENTERSTATE BANK CORP,2020-06-08
85616,LTM,LATAM AIRLINES GROUP S A,2020-06-09
13761,STML,STEMLINE THERAPEUTICS,2020-06-10
78001,KEM,KEMET CORP,2020-06-15
15885,JPEU,J P MORGAN E T F TRUST,2020-06-15
29867,PYX,PYXUS INTL INC,2020-06-15
17186,JPMF,J P MORGAN E T F TRUST,2020-06-15
17248,JPLS,J P MORGAN E T F TRUST,2020-06-15
89782,MNE,BLACKROCK MUNI NY INTER DUR FUND,2020-06-16
13330,SAEX,SAEXPLORATION HOLDINGS INC,2020-06-16
19670,PAAC,PROFICIENT ALPHA ACQ CORP,2020-06-17
13432,EQM,E Q M MIDSTREAM PARTNERS L P,2020-06-17
14675,TGEN,TECOGEN INC,2020-06-18
85571,PGNX,PROGENICS PHARMACEUTICALS INC,2020-06-22
46077,AXE,ANIXTER INTERNATIONAL INC,2020-06-22
16331,JPHF,J P MORGAN E T F TRUST,2020-06-22
17189,JPED,J P MORGAN E T F TRUST,2020-06-22
14733,JPGE,J P MORGAN E T F TRUST,2020-06-22
78877,CHK,CHESAPEAKE ENERGY CORP,2020-06-26
18662,LK,LUCKIN COFFEE INC,2020-06-26
13113,LLEX,LILIS ENERGY INC,2020-06-26
17410,MSUS,E T F SERIES SOLUTIONS,2020-06-26
17796,CVIA,COVIA HOLDINGS CORP,2020-06-29
15786,IOTS,ADESTO TECHNOLOGIES CORP,2020-06-29
18154,PACA,D B X ETF TRUST,2020-06-29
12660,GNC,G N C HOLDINGS INC,2020-06-29
16394,OTTW,OTTAWA BANCORP INC,2020-06-30
10182,TECD,TECH DATA CORP,2020-06-30
19671,RCEL,AVITA MEDICAL LTD,2020-06-30
13097,ALO,ALIO GOLD INC,2020-07-01
80254,MINI,MOBILE MINI INC,2020-07-01
16646,TRPX,THERAPIX BIOSCIENCES LTD,2020-07-01
81564,IBKC,IBERIABANK CORP,2020-07-02
18250,ARYA,ARYA SCIENCES ACQ CORP,2020-07-02
13940,PTLA,PORTOLA PHARMACEUTICALS INC,2020-07-02
90387,RTW,R T W RETAILWINDS INC,2020-07-06
17914,EASI,AMPLIFY ETF TRUST,2020-07-06
